event,date,person,quote
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,"I think the players, the players deserve all the credit for the show that we are being treated to. I thought both teams played well. It was a good game. Obviously both teams, things you can point to -- you wish you made a layup or you wish you didn't do this or that. That's the way a game always is."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,"But no, I'm looking forward to seeing what the ratings are for this one."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,NAPHESSA COLLIER,"The same defense as always. Try to make it as hard as possible for them to get the shots they want. They are good players. They are going to get shots off. But they can't get easy ones. So that's my goal, to make it as hard as I can."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,KAYLA McBRIDE,"Yeah, same. It's the fourth time we are playing them. We know each other so well and know each other's tendencies. It's just making everything hard. I think that's the name of the game on both sides right now."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,"I think it's an epitome of the year she's had and how important she's been to the team. Shot making, big three. She's a hustle-play player, so that was on display. Go give yourself a chance to maybe either put it in or get fouled."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,That's just what she does every day we are around her. She's the same. You can always count on her to be there for you. We're obviously super proud of Bridget.
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,NAPHESSA COLLIER,"Same. I completely agree. I feel like Bridget is just so reliable every time. Like Coach said, we can bank on her to make those hustle plays and to be cool and collected at the end to make those free throws. That's the hardest shot, honestly, in basketball, is to make free throws at the end of the game. To make those at the down at the big moment is who BC is."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,NAPHESSA COLLIER,They were saying Naz Reid free tattoos. I think BC free tattoos is next.
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,I think you hit the nail on the head. It's unfortunate those teams were a joy to watch. But it's a sign of the times where we are now.
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,"I don't know about these guys, but I know when I'm out and I'm in different places and I'm going to one, everyone is talking about it. Everyone is talking to me about it, talking about, I go to this bar, and this is a bar that maybe wouldn't have a women's game on five years ago. All the TVs have the game on and the volume on, and the place is going crazy. I heard that so many times in different establishments."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,And obviously I appreciate the opportunity that A Bar of Their Own has given women in making that front and center. I'm happy to support a woman-owned business like that.
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,"I just think that what this team has done, obviously the Wolves energized the city in their playoff run, and I'm thrilled to see the same energy came for this team because they deserve it. Obviously the crowd was there tonight, but even more than that, everywhere you go around the city, people are talking about the Lynx."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,NAPHESSA COLLIER,"It's really tough. I think we are both great players. It was Game 4 and we played each other, what, four times in the regular season. It's going to get harder and harder each time to get the shots that you normally get."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,NAPHESSA COLLIER,"Everyone is out there to do the same thing make shots hard. That's my goal every time. She's a great player, one of the best players in the world. But you have to make it as hard as you can for her."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,"I'm going to answer the second part, the Game 5. I don't really think about the other ones. I do feel very blessed in my career to have a chance to have been a part of so many. Haven't won them all. You know, when I was in Detroit, we suffered a heartbreak at home. So it runs the gamut. I think that what I'm just thrilled about is that this group gets to experience the Game 5."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,"It's beyond words how we feel about this team, and we just so wanted them to be in the Finals, No. 1 and two, put themselves in a position to win a championship, and we've done just that."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,I didn't get a response from the league. I have a text to prove it. I think that -- I think Phee has some things to prove that the fouls weren't called.
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,"That's unfortunate. You know, I guess I don't really have much more than that."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,Wish I knew. I'd either not eat or not sleep or I'd sleep really good if I knew the difference. It's two great teams. Who knows? Who knows.
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,KAYLA McBRIDE,"I wanted to come out and enjoy the moment and be as aggressive as possible. When you're playing for your season, after the last game you sit with everything, and you erase it and you want to leave all those internal feelings and put it out there and embrace the crowd."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,KAYLA McBRIDE,"I just wanted to be out there with my teammates and give it everything we had. Shots go in, they don't go in, whatever. There are always things you can fix. But I was just excited to be out there and compete again after the last game. Shots were falling. That's always a good thing."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,NAPHESSA COLLIER,We were celebrating together and she was saying how proud she is of us and the team. I was telling her that she has to get her butt to New York.
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,"Anybody that has been following along knows this team, from the beginning of the season all the way through to Game 4, has this unique ability to believe in themselves and believe in each other. What we said before the game, can we do it in the toughest of times, right. Because this will be the most that we are tested. We talked about it in shootaround. This will be the most this group has been tested in that way."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,"I was sure how we would connect and compete. Not sure whether you're going to win the game or not. But I was sure that we were going to be the Minnesota Lynx and how we have done things all season long. You know, the ups and downs and all of that, this group is just equipped to handle it. It's special."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,"It was expected. Going into the game, we talked about it in the pregame that we were going into the game as if that didn't happen. Whatever was going to show itself was going to show itself and we were going to react. But we didn't have any minute restrictions and anything else we were doing to modify. Just competed."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,"We did try to get some players off the floor a little bit more. This one Collier -- we thought about it. But I think overall I was concerned about leaving Lan too long on the bench, sitting too long. But other than that, we weren't concerned."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,"Yeah, Ceci is tough. You know, goes through a stretch of games where maybe she's not contributing like she wants to contribute, and then all of a sudden we had a Ceci sighting at shootaround the other day and these last two games really helping us."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,"I'm just happy for her. We've always stayed in touch through the years. We've always tried to get her back here. Timing was good for this one, and she's been a great fit for us."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,NAPHESSA COLLIER,Sounds like he's rooting for them. He didn't text that to me.
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,I love it.
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,KAYLA McBRIDE,Huskies drama.
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,NAPHESSA COLLIER,Looks like I'm going to have to text him about some things now.
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,"Bench was really important. We knew they were going to be. They were ready. They were ready. There was a lot of conversations, the teammates, getting them going and getting them ready to be able to make contributions when they got in the game. Give Dorka credit as she remained patient, and when she got the opportunity, I thought her minutes were good. We'll look at the video. But it was nice to be able to have players able to sub in and stay out there for extended time."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,Is that why we missed layups so we can get down to the nitty-gritty? Is that what she's saying? Laughter.
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,KAYLA McBRIDE,"Yeah, yeah, that's what it is. Laughter. My heart is still racing."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,KAYLA McBRIDE,"I think we gain energy and confidence from one another. I feel like internally we are strong, strong-minded mentally and physically. We have a lot of belief within our group. We problem solve with each other. It's just a belief, like, internally. I don't know how else to explain it."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,NAPHESSA COLLIER,"I think we're excited. I don't even know if I'm thinking about that. I'm thinking that it's a Game 5 of the Finals, that we need to go out and execute. That's really all I'm thinking about."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,KAYLA McBRIDE,"Yeah, last 40 minutes of the season. It could be anywhere, really. It doesn't matter. We are going to be out there together going to war, and I'm pumped."
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,"Elite players play no matter the environment, home, road. Elite players play and they love the environment and they are not affected by the environment. That's why you see the series has been what it has, winning on each other's court."
