event,date,person,quote
2024 - ALL-STAR GAME,February 18,LeBRON JAMES,"Sometimes that's all a kid has is hope, and that's okay. As long as you don't give that up. Don't ever give that up because it's always brighter on the other side, for sure."
2024 - ALL-STAR GAME,February 18,TYRESE HALIBURTON,You saw what Ben started off with Rising Stars MVP. Won the Skills Challenge yesterday. There's been a lot of love and excitement through not only our city but our organization as well.
2024 - ALL-STAR GAME,February 18,TYRESE HALIBURTON,We just want to carry that momentum through the second half of the season and make a playoff push.
2024 - ALL-STAR GAME,February 18,TYRESE HALIBURTON,"Last time it was my birthday, I was in college, broke my wrist. Never thought I would be here. Knew that at that time that my wrist was broken. I knew I was going to go to the NBA, but never thought I'd have the success I'm having."
2024 - ALL-STAR GAME,February 18,TYRESE HALIBURTON,"As I reflect back, it's really special. I don't take this life for granted. Yeah, it's a dream come true for me."
2024 - ALL-STAR GAME,February 18,TYRESE HALIBURTON,"I was just going to keep shooting until I missed. Having fun playing basketball. I didn't know how many minutes I was going to play, didn't know how my leg would feel. I felt good today, even after the one-leg dunk. So that's positive for me."
2024 - ALL-STAR GAME,February 18,TYRESE HALIBURTON,"Obviously it wasn't high intensity at all. It feels good that I felt good, and hopefully I can continue that moving forward."
2024 - ALL-STAR GAME,February 18,TYRESE HALIBURTON,"But to answer your question, I think as professional athletes, we're human beings at the end of the day. I think what you put off surface level is different than -- we're all humans and we all have emotions and good days and bad days."
2024 - ALL-STAR GAME,February 18,SHAI GILGEOUS-ALEXANDER,"It's a dream come true. Every kid dreams and sees, like, Bron on billboard in Cleveland, and you dream one day it can be you. To see it come to life, I can't describe it."
2024 - ALL-STAR GAME,February 18,SHAI GILGEOUS-ALEXANDER,"Yeah, for sure, it's on the rise. So many talented young guys, guys my age, guys older than us. We have a good crop of talent in Canada. As we continue to get more exposure, keep working, we'll keep going up."
2024 - ALL-STAR GAME,February 18,SHAI GILGEOUS-ALEXANDER,"Absolutely. The country means the world to me. It gave me an opportunity. Otherwise, I wouldn't be here. So fortunate to be from there. Kids all over the world just don't get the opportunity because of where they're born. I don't take that for granted."
2024 - ALL-STAR GAME,February 18,SHAI GILGEOUS-ALEXANDER,"To kind of have the flag on my back, it's a special feeling."
2024 - ALL-STAR GAME,February 18,SHAI GILGEOUS-ALEXANDER,"I appreciate that, but Steve is still ahead of me. I'm going to try to catch him, but he's still ahead of me."
2024 - ALL-STAR GAME,February 18,SHAI GILGEOUS-ALEXANDER,"Whenever somebody says good things about you, it's a compliment. Obviously he was a heck of a basketball player, knows the game really well, and I appreciate it."
2024 - ALL-STAR GAME,February 18,SHAI GILGEOUS-ALEXANDER,For sure. It's one of those things that I expected to happen as I got better as a basketball player and became more consistent. It comes with it. It's fun. It's stuff you dream about.
2024 - ALL-STAR GAME,February 18,SHAI GILGEOUS-ALEXANDER,"Not at all. Like I said, I've been dreaming about this, this moment, this point in my career. I know what comes with it. I embrace it."
