event,date,person,quote
2024 - WNBA DRAFT,April 15,CELESTE TAYLOR,"Yeah, I started off just being an athletic girl, wanting to play hard, run around. Had a high motor. That kind of took me pretty far. I realized that that was something that was going to get me on the court, doing those little things, taking charges."
2024 - WNBA DRAFT,April 15,CELESTE TAYLOR,"Then once I got to high school, my coach told me if you can guard multiple positions, you know you're going to play. So I think I carried that with me all the time. As I got into college, I started to watch film. I started to watch my opponents and learn different defensive schemes and all that stuff."
2024 - WNBA DRAFT,April 15,CELESTE TAYLOR,"It's been a journey, but it's been a great journey."
2024 - WNBA DRAFT,April 15,CELESTE TAYLOR,"Yeah, I actually am from New York, so I used to go to Liberty games growing up. I was a ball girl a couple times. I've been around the W for a little bit."
2024 - WNBA DRAFT,April 15,CELESTE TAYLOR,"So being able to purchase tickets to sit front row, seeing that, they were giving out free tickets at one point for girls to come in and just have a crowd. To now playing against Iowa and selling out our crowd at home, just to see that evolution and that aspect, and now I haven't been to that many, but I think I went to one of the playoff games with the Liberty last year."
2024 - WNBA DRAFT,April 15,CELESTE TAYLOR,"So just to see that in itself, being a young girl, thinking that the stadium was so huge to coming in there going, you've played in stadiums like this but now it's filled up, it's filled to the top, I think it's great to show people that once you invest in women that they can give back in a lot of ways."
2024 - WNBA DRAFT,April 15,CELESTE TAYLOR,"Yeah, I mean, I didn't. I did not envision this, not because I didn't think I was capable but because I didn't know. I think honestly until I was in maybe about ninth grade, my freshman year of high school, I had to learn the path that it took to get to the W. I was around it, but I didn't know the path that it took to get there."
2024 - WNBA DRAFT,April 15,CELESTE TAYLOR,"Once I learned that these colleges come and you get a free education and you get to experience so many different things -- I've had the opportunity to play on USA teams. So just for me, just understanding everything that comes with it. I didn't expect to be here, but I'm here, and I am so excited that Indiana has taken the opportunity on me."
2024 - WNBA DRAFT,April 15,CELESTE TAYLOR,"I played with Caitlin when I was at USA for a couple years. So we played together there. But from going against her this year to being able to play with her and also Aliyah Boston, as well, it brings me some comfort, honestly."
2024 - WNBA DRAFT,April 15,CELESTE TAYLOR,"Very excited and so proud of what they've done and how they've grown, as well."
2024 - WNBA DRAFT,April 15,CELESTE TAYLOR,"Yeah, it was definitely a tough decision for me last year, but I told people that I would never trade the decision I made to go to Ohio State. I think it has brought me so much peace in who I have become as a player and the impact that I can make in any program that I choose or organization that I have the opportunity to be a part of."
2024 - WNBA DRAFT,April 15,CELESTE TAYLOR,"So just having that mindset and going into Ohio State and coming in and realizing that I can make a little impact, I'm not here to change anything, but I'm just here to sprinkle a little of me in there and try to impact in any way that I can is really helpful."
2024 - WNBA DRAFT,April 15,CELESTE TAYLOR,"Then yeah, playing with Caitlin now is honestly really cool. We've had the opportunity, like I said, to have that sold-out crowd at our place and then going to her place and having that last regular-season home game for them. Just having the opportunity to play with her again, it's going to be amazing. She's done so much for the women's game, and I know she has so much more to give to everyone. Just a lot of excitement."
2024 - WNBA DRAFT,April 15,CELESTE TAYLOR,"Yeah, obviously adaptability is definitely a big thing, being able to go to a different country, adapt to the environment, adapt to the culture. Overseas is definitely a different way to play ball. They play ball pretty differently there. Just having that prior experience. I know there are a lot of people in the W that are from overseas."
2024 - WNBA DRAFT,April 15,CELESTE TAYLOR,"So just having that prior experience, even playing with the caliber of players that I played with, I think all in all, everything together has helped me become the player I am today. I'm very hopeful and very confident that it will help me in the W."
2024 - WNBA DRAFT,April 15,CELESTE TAYLOR,"Yeah, I think pro level of play would probably be the best one. It's just pretty different. They're used to playing against grown women. They're used to that physicality. I think all together it has helped me in many facets of the game of basketball."
2024 - WNBA DRAFT,April 15,CELESTE TAYLOR,"It's really focused on trying to make the team. Obviously that's the first step going into it, and having confidence in myself and trying to make that. If I do, and when I do get the opportunity to play against them, I think it's just going to be such a surreal feeling. I'm there to compete. I'm there to try to make a roster spot. I'm trying to stay in the league."
2024 - WNBA DRAFT,April 15,CELESTE TAYLOR,"I think a lot of it is just excitement, surreal, because I've seen them play. I was younger watching them play. But definitely very competitive and just excitement."
2024 - WNBA DRAFT,April 15,CELESTE TAYLOR,"Yeah, obviously very, very big defensive-minded kid, but at the same time, I'm willing to do whatever it is that a team needs me to do. I'm willing to come in there and impact. I'm really big on community. So just getting my hand in the community and continuing to be who I am and continuing to make an impact in every stop that I've had."
2024 - WNBA DRAFT,April 15,CELESTE TAYLOR,"Yeah, I didn't have the opportunity to really, really get to know her. When I was recruited by Ohio State coming out of high school, she was there. So I got to see her on my visits a couple times. That was probably the biggest interaction. But very hands on, very big about coming to be a Buckeye."
2024 - WNBA DRAFT,April 15,CELESTE TAYLOR,"I think it's kind of interesting that that was the school that I was looking at coming out of high school. I ended up finishing my college career there, and now I get to play with a Buckeye. I think that's also going to give me some comfortability. She's a great player and so much I can learn from her. I'm just ready to go in there to work and continue to learn."
2024 - WNBA DRAFT,April 15,JACY SHELDON,"Yeah, it's special. I think taking that fifth year was something I thought long and hard about and I'm glad I did. A lot of good things came from it. Obviously having Emmy next to me it makes everything easier and that much more special. She's had a huge impact on me and everyone at Ohio State, and it's been really cool to see."
2024 - WNBA DRAFT,April 15,JACY SHELDON,"She's everything to me. She's my why. She's why I do it, why me and my brother work so hard at it. She's special, and I really hope so. I know it'll be a little harder for them to travel, but I feel like absolutely they'll make it to some games."
2024 - WNBA DRAFT,April 15,JACY SHELDON,"Yeah, it's a surreal moment because I grew up as a little kid watching all these women play and how talented they are and being able to have a chance to play with them and compete against them, it's a dream. It's what we all are here for, and it's what we're looking forward to."
2024 - WNBA DRAFT,April 15,JACY SHELDON,"I'm excited. I've seen the growth. Everyone has seen the growth, and to be a part of that is something that is really rare, so I'm looking forward to it."
2024 - WNBA DRAFT,April 15,JACY SHELDON,"Absolutely. I think that's something that's really big in today's world, especially with our class. It's exciting just to have those opportunities as women athletes. I think that's something that is kind of new to us, and it's exciting and it's absolutely something people should take advantage of. To be honest, I'm just ready to go play ball down there right now."
2024 - WNBA DRAFT,April 15,JACY SHELDON,"Yeah, I think there's going to be an adjustment period for all of us, whether people want to admit it or not. I'm looking forward to it and welcoming it. As a rookie I think that's something you have to accept and be ready for."
2024 - WNBA DRAFT,April 15,JACY SHELDON,"The pace, the length, I'm sure there's going to be a lot of things that are a little different and it'll take some time to get used to, but I'm welcoming that challenge and looking forward to it."
2024 - WNBA DRAFT,April 15,JACY SHELDON,"Yeah, I've gotten a lot. I've gotten to spend some time with some vets the past couple days and they've been really helpful. Just staying confident with who you are and what you do well is something that I took from them just a couple days ago. But I think that's important because when you're good at something, you can excel in that area and really keying in on that and taking that with you to the next level is definitely something I'll take from them."
2024 - WNBA DRAFT,April 15,JACY SHELDON,"I'm excited to play with everyone, to be honest on that team. Like I said, I grew up watching them, and I think being able to play with them now and getting that opportunity is something that, like I said, was a dream. They're a really talented group, and I know they're going to push me day one when I get there, so I'm excited for that."
2024 - WNBA DRAFT,April 15,JACY SHELDON,"Competing really against everyone. The league is -- the talent, you guys have seen it and it's no joke and it's something I'm looking forward to and excited for, and like I said, there will be an adjustment, but I'm super excited."
2024 - WNBA DRAFT,April 15,JACY SHELDON,"Yeah, we've had really good discussions. Coach is awesome and just being able to talk about their system and how they like to do things there was awesome for me to learn, and I'm sure I'll be having more conversations soon, but like I said, they've been really good, and I'm looking forward to talking to them more."
2024 - WNBA DRAFT,April 15,JACY SHELDON,"Yeah, I was there for a minute and I got to experience Buckeye Nation and just staying in Ohio, which was amazing. I think just the way we represented that university and the way they're going to continue to, it's an honor to put on that jersey every day, it's an honor to play in front of Buckeye Nation every night. I just hope that we left a legacy of hard work going out there every night and giving it our all."
2024 - WNBA DRAFT,April 15,JACY SHELDON,"As far as representing the university and our fans, I hope we made them proud."
2024 - WNBA DRAFT,April 15,ANGEL REESE,"Jeff Pagliocca, the GM, was amazing, too, and player development is something that I was looking for and they looked for in me. I'm super excited for this move, and I'm just looking forward to getting to Chicago."
2024 - WNBA DRAFT,April 15,ANGEL REESE,"My first time playing Kamilla was on one of the biggest stages in my life, when she played for Hamilton Heights and I played for St. Frances in high school and we battled. Now being able to be teammates is going to be amazing."
2024 - WNBA DRAFT,April 15,ANGEL REESE,"I actually talked to her earlier, was congratulating her. I know she came off an amazing run, an amazing college career. I'm looking forward to playing with her in practice and in games, just bouncing off of each other. So I'm excited for this."
2024 - WNBA DRAFT,April 15,ANGEL REESE,"Okay, so the quote I live by is ""Every day the sun don't shine but that's why I love tomorrows."" Every day the sun don't shine but I love tomorrow. Every day is not going to be a great day and a lot of times in my life I felt like I was down, but I always looked to the next day because I knew something else was great or something greater was going to happen. That's the quote I live by."
2024 - WNBA DRAFT,April 15,ANGEL REESE,I don't know. I don't know what movie right now. I don't know what movie right now.
2024 - WNBA DRAFT,April 15,ANGEL REESE,"Ooh, summertime Chi-town. To be cute on and off the court. I've always been to Chicago. The shopping is great. Just the lifestyle. I'm excited. I feel like I'm a Chi-town girl."
2024 - WNBA DRAFT,April 15,ANGEL REESE,Something Megan Thee Stallion. I love Megan Thee Stallion. Megan Thee Stallion or Beyonce.
2024 - WNBA DRAFT,April 15,ANGEL REESE,"I have had so many people reach out to me from so many different places. Understanding our impact isn't just within our school, within just the U.S., but it's worldwide. It's amazing to see."
2024 - WNBA DRAFT,April 15,ANGEL REESE,"Going out of the country when we go out of the country with my team, with LSU, it was like so much fun because they all recognized us and they knew us and it felt like home. I feel like anywhere we all go, and this draft class is amazing, anywhere we go, we're known. This is super cool because women aren't usually recognized around the world like how we are, and it's not even just basketball. It's the impact we've left on people's lives outside of there. It's super cool to see."
2024 - WNBA DRAFT,April 15,ANGEL REESE,"I think our duo, me and Kamilla versus Cam and Rickea is going to be cool to see. That's going to be fun."
2024 - WNBA DRAFT,April 15,ANGEL REESE,"Just be you. A lot of people may just tell you that you can't do certain things, and you're going to get more yeses and nos, and I had to realize that. Just being able to be authentic, and people love me because of who I am. I had those tough conversations. I say things that a lot of people are scared to say, and take that scary step. I took a scary step of faith going to LSU, not knowing what could happen, and look how my life has completely changed."
2024 - WNBA DRAFT,April 15,ANGEL REESE,"Being able to just believe in yourself, trust in yourself and have an amazing team behind me is great."
2024 - WNBA DRAFT,April 15,ANGEL REESE,"I mean, I didn't know what I was going to do. Obviously coming back would have been amazing for me, but I wanted more for myself. I wanted to start over. I feel like I had been at a high since the National Championship, and I want to hit rock bottom. I want to be a rookie again. I want to be knocked down by vets, and I want to be able to get up and grow and be a sponge."
