event,date,person,quote
2024 - NBA DRAFT,June 26,DALTON KNECHT,"Yeah, I would say to all the kids out there that don't have offers, you don't have to be the highest-rated kid in your class or whatever. You could always go junior college or whatever type of route and be different. You can make your own path and find your way."
2024 - NBA DRAFT,June 26,DALTON KNECHT,"It feels great, to play with one of the greats to ever touch a basketball. It's going to be exciting to go put on a show for L.A."
2024 - NBA DRAFT,June 26,DALTON KNECHT,"Yeah, like you said, AD is there. I get to learn from one of the greatest in LeBron and AD to help me each step of the way on both sides of the floor. I'm excited just to go out there and compete."
2024 - NBA DRAFT,June 26,DALTON KNECHT,"Learning how to take care of my body constantly. I would say that's the biggest thing I was focusing on, and just kind of being around those type of NBA guys that have been there and done that. So just kind of learning from them."
2024 - NBA DRAFT,June 26,DALTON KNECHT,"I would say it's a mixture. I was just trying to be the best version of myself, and try to always push myself to be better and be better than yesterday."
2024 - NBA DRAFT,June 26,DALTON KNECHT,"Yeah, I remember that clip. I woke up and rolled out of bed and I thought it was fake because tons of people were texting me. I was just like, there's no way."
2024 - NBA DRAFT,June 26,DALTON KNECHT,"Yeah, that's really exciting. At Tennessee, I watched a lot of JJ Redick with Coach Barnes. Just the way he moves and paces himself, and was able to create space. So hearing that, it's going to be really exciting and really special."
2024 - NBA DRAFT,June 26,DALTON KNECHT,"I would just say playing with a chip on my shoulder. Every single time I touch a basketball or walk into a gym, I always feel like I've got something to prove."
2024 - NBA DRAFT,June 26,DALTON KNECHT,"It doesn't matter where I'm at. It's always going to be there, having that chip on my shoulder, feeling like I've been underrated for my whole life. It's something I'm going to carry with me the rest of my career."
2024 - NBA DRAFT,June 26,AJ JOHNSON,"A hundred percent. I feel like there's no feeling like it. Just having all the people that have been a part of your journey since the beginning and seeing you grow. I feel like there's nothing like having them here with me and experiencing this with me and supporting me. There's no feeling like it, honestly."
2024 - NBA DRAFT,June 26,AJ JOHNSON,"No, a hundred percent. I'm super proud of myself just sticking through that Australian season, knowing things were not going my way but continue to believe in myself every single day, and keep taking steps and getting better and looking at the bigger picture of my career. I feel like it's a great experience of being out there."
2024 - NBA DRAFT,June 26,AJ JOHNSON,"I feel like Milwaukee was one of my best workouts I had. Even in the interviews at the combine and stuff like that, the interviews went really well. They just seemed like they had my best interests and they really liked me. So yeah, I kind of felt a little bit like Milwaukee would be the team that would want me."
2024 - NBA DRAFT,June 26,AJ JOHNSON,"I would say that you just got to sometimes really just pop out and just show people, for real. You've just got to not want to duck or be scared. Believe in yourself more than anything and show people all the hard work that you've been putting in and the vision that you see and just put it out there."
2024 - NBA DRAFT,June 26,AJ JOHNSON,"I feel like him coming in the tenth game of the season for us as a team and giving us a lot of freedom and a lot of trust, I feel like it really helped our team as a whole just play better in general with the players we had. He was a big part of our team's success, for sure."
2024 - NBA DRAFT,June 26,AJ JOHNSON,There's no feeling like it. It's surreal to me. Trying to soak it in. But it's truly a blessing.
2024 - NBA DRAFT,June 26,AJ JOHNSON,"Like I said before, it's just really truly a blessing to have players that you're really close with that are at the level that you want to be at and are doing the things that you want to do on the court. Just to have them to pick their brains and receive advice that they are giving me, I feel like it's truly a blessing."
2024 - NBA DRAFT,June 26,DaRON HOLMES II,"Yeah, it's all in the process there. The coaches there, the people are just amazing. Dayton does a great job of giving you the right pathway. It's all up to you if you choose to believe in that or not."
2024 - NBA DRAFT,June 26,DaRON HOLMES II,"So they did that with me, Toumani Camara, Obi Toppin and all the guys before that. I decided to choose and I believe in it, and I'm here where I am now because of that. Very grateful for them."
2024 - NBA DRAFT,June 26,DaRON HOLMES II,"It was pretty cool. Great to see those players and a lot of great talent in there. I'm just happy to be where I'm at. Perfect fit. I'm very excited. I was excited the whole time. A little nervous. Great to see all my boys there watching me, but it's just great to be here."
2024 - NBA DRAFT,June 26,DaRON HOLMES II,"Oh, yeah, that's perfect. Great fit. I saw something that I get free nuggets from Wendy's. That's pretty cool. Other than that, I'm excited to get out there and play. It's a great team and a great organization for a reason. I'm going to get better and keep going."
2024 - NBA DRAFT,June 26,DaRON HOLMES II,"Probably an inhaler because I heard that -- what's it called, the altitude? I'm playing. I'll be all right."
2024 - NBA DRAFT,June 26,DaRON HOLMES II,"Honestly, I don't know. I'm just going to embrace it all and just be ready for it. I'm excited."
2024 - NBA DRAFT,June 26,RON HOLLAND II,"It means a lot coming from that program. Knowing that program just got shut down and I was the last bunch of that. Definitely taught me a lot on and off the court, really a lot of the things about life and being mentally healthy and just learning how the NBA operates."
2024 - NBA DRAFT,June 26,RON HOLLAND II,"On the court, this might be surprising to say, but all the losing that we did, I definitely learned a lot more than if we would have won a lot. I think that definitely prepared me a lot for the NBA because you're going to go through a lot of things with the NBA. It's going to be a lot of things that you need to be able to talk about or just have an outlet to and just being able to figure things out quickly just to move on to the next."
2024 - NBA DRAFT,June 26,RON HOLLAND II,"I'm looking forward to changing things around. I know they have a stigma on them when it comes to a lot of losing, and I feel like I'm a huge part to be able to start to change that around. I have a willingness to win and I feel like me going into this franchise, being able to help them out with this good group of guys, good group of young guys that they have, I'm definitely super excited to get down there and get to work."
2024 - NBA DRAFT,June 26,RON HOLLAND II,"I appreciate all the love and support you've given me throughout the whole season, and I'm finally here and I wouldn't be here without y'all."
2024 - NBA DRAFT,June 26,RON HOLLAND II,"Like I said, I really appreciate all the love and support and all the competitive people in the G League. I appreciate y'all. It was a huge honor being able to play, going straight out of high school. I'm definitely blessed and honored to be in the situation I'm in."
2024 - NBA DRAFT,June 26,RON HOLLAND II,"What excites me is really the basketball portion of it, for sure. I heard you have a huge fan base when it comes to basketball, so that's definitely something I'm looking forward to getting into. I'm a huge community guy, so I definitely see myself getting into that community as well."
2024 - NBA DRAFT,June 26,RON HOLLAND II,"I would say just talk to everybody that has been with me throughout this whole process and really sit down and tell them how thankful I am for that. I've been through so much. Just being able to be here, blessed with this opportunity God has put me in. I'm super thankful for everyone who has been part of my journey."
2024 - NBA DRAFT,June 26,RON HOLLAND II,"Once I tell them that, everything will be said and done and I'll be on my way to Detroit, and get settled in and have a good one."
2024 - NBA DRAFT,June 26,RON HOLLAND II,"Super proud of Matas. Knowing the role we had to take up on Ignite and meeting him throughout high school and being able to play against him and with him in the Ignite season, first of all, I'm super proud of him just knowing and seeing the man that he is becoming. I'm really super excited to see where his NBA career goes and super excited to compete against him as well."
