event,date,person,quote
2024 - WNBA DRAFT,April 15,CATHY ENGELBERT,"The one thing I know about sports, you need household names, rivalries and games of consequence. Those are the three things we've had over the past couple weeks, and hopefully will continue into the WNBA season. Certainly sports betting is something that attracts fans in."
2024 - WNBA DRAFT,April 15,CATHY ENGELBERT,"I think we need to work on this idea of watch and bet versus bet and watch because if you bet, maybe you don't watch, but if you watch and then bet, yeah, then you're probably bringing in a fan base we haven't had before."
2024 - WNBA DRAFT,April 15,CATHY ENGELBERT,"Integrity first. Obviously, it's not legal in every state in the U.S.. But as we start to see that -- and betting partners are supporting our teams, as well, in corporate sponsorships. So I think again, it's an important way to grow our viewership."
2024 - WNBA DRAFT,April 15,CATHY ENGELBERT,"Yeah, it's certainly something that -- that's why I started to answer this question with the integrity of the game is No. 1. It will remain No. 1 no matter how the handles grow and things like that. But people are going to bet on our sport, and we do a ton of training from the league, the team perspective. The Players Association I know has a rules of the road around this. I think it is really important."
2024 - WNBA DRAFT,April 15,CATHY ENGELBERT,"I was actually talking to the players last night, and I said I learned one thing when I was the CEO of Deloitte about juggling four things in life your work, your health, your family and your integrity. I said, when you juggle those balls, three of those balls are glass and if you drop them, they break, and those are family, health and integrity. The work ball is rubber. You can mess up and recover. But those three balls, so the integrity I think it's really important that the players understand they're big brands with big followership, more than any players have had coming into the league because of the popularity of the women's game at the NCAA level, and how important is integrity."
2024 - WNBA DRAFT,April 15,CATHY ENGELBERT,"It's accomplished by training. Do I worry about things like that? Sure, and everybody should in sports. But I do think it's happening around us, and if we're not cognizant of what's going on and how that can benefit the viewership of the league and things like that, so we don't want to leave that on the table, but we want to do it in the right way with the right guardrails around integrity. We have not, to my knowledge, had issues on that, but we'll continue to monitor it for sure."
2024 - WNBA DRAFT,April 15,CATHY ENGELBERT,"Obviously we have a team there, as well, and in other states, but they'll continue to make their impact on this particular issue, maternal health, reproductive rights. Actually, the charities that we'll be donating to as part of the Commissioner's Cup will be charities in that space, and the players, again, will use their voice because they know if they use their voice, change will happen for them."
2024 - WNBA DRAFT,April 15,CATHY ENGELBERT,"I think we'll just continue to obviously monitor. You're right, we decide on All-Stars now a year in advance. We're getting better at that. Therefore, we made this decision a year ago."
2024 - WNBA DRAFT,April 15,CATHY ENGELBERT,"We'll continue to monitor the situation there, but our players won't run away from it. They'll want to help change and effect change, and we'll use our platform and their platform to do just that."
2024 - WNBA DRAFT,April 15,CATHY ENGELBERT,"Yeah, so it is great to actually inherit, I'll call it. Quite frankly, again, we didn't do what we did in the bubble in 2020 to have a season, which is existential for us, I'm not sure we're at this moment with these household names coming into our league, because there might have been nowhere to play had we been out of the sports landscape for 20 months. We certainly wouldn't have the momentum we all have in women's basketball and are enjoying."
