event,date,person,quote
2024 - NBA FINALS: CELTICS VS. MAVERICKS,June 12,LUKA DONCIC,"But he was a legend. We all going to miss him. He's the logo, so... He was an amazing player. I wasn't born yet, but I saw some highlights. He was an amazing player."
2024 - NBA FINALS: CELTICS VS. MAVERICKS,June 12,JAYLEN BROWN,"I think I've made that play from beginning of the season or before the season even started. I told myself that I wanted to just maximize my defensive potential, and I wanted to make First Team All-Defense going into the season."
2024 - NBA FINALS: CELTICS VS. MAVERICKS,June 12,JAYLEN BROWN,"I mean, that didn't happen, but to be able to be in these moments and show your defensive versatility, picking guys up, guarding guys in the post, guarding contested threes, switching on, it's been big for us."
2024 - NBA FINALS: CELTICS VS. MAVERICKS,June 12,JAYLEN BROWN,"But we have a lot of great defenders on this team. So it's been a full team effort, but that's something I definitely took personal going from last year to this year."
2024 - NBA FINALS: CELTICS VS. MAVERICKS,June 12,JAYLEN BROWN,"No, KP didn't talk to us, but we've been playing all season and all playoffs without KP. So it wasn't any surprise for anybody."
2024 - NBA FINALS: CELTICS VS. MAVERICKS,June 12,JAYLEN BROWN,Obviously we'd love to have KP out there. We are different when he is.
2024 - NBA FINALS: CELTICS VS. MAVERICKS,June 12,JAYLEN BROWN,"But X stepped in that role, and I thought he was great. Defensively I thought he was stellar, and that big shot he made in the corner, I just knew it. I just knew when I drove, they were going to help, and he was going open. And I trusted it all the way. I just knew it was going in. I don't know how to tell you. It was just like a divine experience. I knew X was going to make that shot, and he did. That was big for us."
2024 - NBA FINALS: CELTICS VS. MAVERICKS,June 12,JAYLEN BROWN,I thought X was great.
2024 - NBA FINALS: CELTICS VS. MAVERICKS,June 12,JAYLEN BROWN,"I thought it was a great team win. That lead dwindled fast. I know we were up 20, and then they stormed back. And that's what the beauty of basketball is. You can never let up. It's always time, and they were able to cut the lead."
2024 - NBA FINALS: CELTICS VS. MAVERICKS,June 12,JAYLEN BROWN,"But in those moments, those are the moments which you have to just live for. We've been in those moments a lot. We just needed to be patient, be poised. I feel like we got some good looks. The defensive intensity ramped up. Officiating, you know, got a little bit tighter. So at the end of the day, you've just got to make plays. I thought we got some good looks down the line in the fourth. Some went in. Some didn't."
2024 - NBA FINALS: CELTICS VS. MAVERICKS,June 12,JAYLEN BROWN,"But we were able to make plays and find a way to win. And we've been in those positions, and we've lost. It was great to overcome that with my brother, Jayson, and with our team. That was special."
2024 - NBA FINALS: CELTICS VS. MAVERICKS,June 12,JAYLEN BROWN,"Luka is a great player. I'm going to start by saying that. He does a lot for their team. Offensively has the ball in his hands a lot. It's a tough lift for him. He's been tough. Even with that fourth quarter, those stats, he's still been able to pretty much get to whatever he wants."
2024 - NBA FINALS: CELTICS VS. MAVERICKS,June 12,JAYLEN BROWN,"So we've just got to continue to be better, and that's all I could really say."
2024 - NBA FINALS: CELTICS VS. MAVERICKS,June 12,JAYLEN BROWN,"Yeah, sometimes success can be almost not -- I don't want to say a bad thing, but just being able to finish that quarter where we were up 20. You know, start of the fourth, they came out and made some plays. I checked out around that time, and around that fourth quarter, they just stormed all the way back."
2024 - NBA FINALS: CELTICS VS. MAVERICKS,June 12,JAYLEN BROWN,"But, you know, it's like that in basketball. Sometimes when you are winning, comfort kind of sets into your mind. You kind of like relax. Your brain kind of wants to go at ease, and you've got to fight that. You've got to fight that temptation to fall into that because it's still time left to be played and other teams are still competing."
2024 - NBA FINALS: CELTICS VS. MAVERICKS,June 12,JAYLEN BROWN,"And I think even though that lead dwindled fast, we found ways and moments to overcome it. In that fourth quarter I was proud of, we made some big-time plays. Jrue Holiday, D-White, JT was physical, aggressive. Got to the paint, and we were able to finish it."
2024 - NBA FINALS: CELTICS VS. MAVERICKS,June 12,JAYLEN BROWN,"To answer your first question, I feel like in the first half, I feel like we had some good looks, some good reads. I was finding guys, getting to the paint, getting up into the offense. I was a little bit -- I was letting them off the hook."
2024 - NBA FINALS: CELTICS VS. MAVERICKS,June 12,JAYLEN BROWN,"I felt like they were letting me just have open looks from three, and I was taking the first one and I should have been a little more patient. I was a little bit more patient in the second half of letting the game kind of come to me a little bit more."
